DATETIME,IDENTIFIER,INFO,FILE,USER,LAB,VERSION,TAG1,TAG2,TAG3
"2019-09-08 14:58:15",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-08 15:59:03",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-08 14:59:41",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 15:59:42",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 14:59:44",reports,X,reports,504,1006,3.51,X,X,X
"2019-09-08 14:59:56",search,X,search,504,1006,3.51,X,X,X
"2019-09-08 15:00:10",find_patient,X,find_patient,504,1006,3.51,X,X,X
"2019-09-08 15:00:19",catalog,X,catalog,504,1,3.51,X,X,X
"2019-09-08 15:00:27",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:00:28",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:01:24",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:01:25",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:02:02",search,X,search,504,1006,3.51,X,X,X
"2019-09-08 15:02:06",find_patient,X,find_patient,504,1006,3.51,X,X,X
"2019-09-08 15:02:11",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:02:12",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:02:24",lab_config_home,X,lab_config_home.php?id=1006&ofupdate=1,504,1006,3.51,X,X,X
"2019-09-08 16:02:25",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:02:37",catalog,X,catalog,504,1006,3.51,X,X,X
"2019-09-08 15:02:41",search,X,search,504,1006,3.51,X,X,X
"2019-09-08 15:02:53",search,X,search,504,1006,3.51,X,X,X
"2019-09-08 15:03:08",find_patient,X,find_patient,504,1006,3.51,X,X,X
"2019-09-08 16:03:13",search_p,op=1&qr=jo,search_p,504,1006,3.51,X,X,X
"2019-09-08 15:03:29",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:03:31",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:03:45",find_patient,X,find_patient,504,1006,3.51,X,X,X
"2019-09-08 15:03:59",view_stock,X,view_stock,504,1006,3.51,X,X,X
"2019-09-08 15:04:04",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:04:06",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:04:28",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:04:29",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:05:06",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-08 16:07:12",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-08 15:07:43",reports,X,reports,125,,3.51,X,X,X
"2019-09-08 15:09:34",lab_config_home,X,lab_config_home.php?id=1007,505,1007,3.51,X,X,X
"2019-09-08 16:09:35",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:09:45",reports,X,reports,505,1007,3.51,X,X,X
"2019-09-08 15:10:24",lab_config_home,X,lab_config_home.php?id=1007,505,1007,3.51,X,X,X
"2019-09-08 16:10:25",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:10:46",lab_config_home,X,lab_config_home.php?id=1007,505,1007,3.51,X,X,X
"2019-09-08 16:10:47",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:11:40",lab_config_home,X,lab_config_home.php?id=1007&siteupdate=1,505,1007,3.51,X,X,X
"2019-09-08 16:11:41",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:11:52",lab_config_home,X,lab_config_home.php?id=1007,505,1007,3.51,X,X,X
"2019-09-08 16:11:53",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:12:03",lab_config_home,X,lab_config_home.php?id=1007&ofupdate=1,505,1007,3.51,X,X,X
"2019-09-08 16:12:04",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 15:12:08",search,X,search,505,1007,3.51,X,X,X
"2019-09-08 15:12:17",search,X,search,505,1007,3.51,X,X,X
"2019-09-08 16:12:20",search_s,op=1&qr=JO,search_s,505,1007,3.51,X,X,X
"2019-09-08 15:12:36",find_patient,X,find_patient,505,1007,3.51,X,X,X
"2019-09-08 15:13:17",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-08 16:13:22",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:13:31",lab_config_home,X,lab_config_home.php?id=127&ofupdate=1,53,127,3.51,X,X,X
"2019-09-08 16:13:35",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:13:38",search,X,search,53,127,3.51,X,X,X
"2019-09-08 16:13:46",search_s,op=1&qr=1234,search_s,53,127,3.51,X,X,X
"2019-09-08 15:13:48",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 16:13:51",search_p,op=1&qr=john,search_p,53,127,3.51,X,X,X
"2019-09-08 15:13:56",patient_profile,X,patient_profile.php?pid=76,53,127,3.51,X,X,X
"2019-09-08 15:14:03",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 16:14:07",search_p,op=1&qr=john,search_p,53,127,3.51,X,X,X
"2019-09-08 15:14:09",new_specimen,pid=76&dnum=,new_specimen.php?pid=76&dnum=,53,127,3.51,X,X,X
"2019-09-08 15:14:27",specimen_add,X,specimen_add.php?session_num=20190908-1,53,127,3.51,X,X,X
"2019-09-08 15:14:42",search,X,search,53,127,3.51,X,X,X
"2019-09-08 16:14:45",search_s,op=1&qr=123,search_s,53,127,3.51,X,X,X
"2019-09-08 15:14:48",specimen_info,X,specimen_info.php?sid=10002,53,127,3.51,X,X,X
"2019-09-08 15:14:59",search,X,search,53,127,3.51,X,X,X
"2019-09-08 15:15:06",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 15:15:17",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-08 16:15:20",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:15:35",lab_config_home,X,lab_config_home.php?id=127&show_f=1,53,127,3.51,X,X,X
"2019-09-08 16:15:39",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:17:27",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-08 16:17:30",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:17:57",lab_config_home,X,lab_config_home.php?id=127&show_f=1,53,127,3.51,X,X,X
"2019-09-08 16:18:01",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 15:18:38",inv_new_reagent,X,inv_new_reagent,53,127,3.51,X,X,X
"2019-09-08 15:19:04",catalog,X,catalog,504,1006,3.51,X,X,X
"2019-09-08 15:19:06",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-08 16:19:07",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-08 15:25:35",catalog,X,catalog,505,1007,3.51,X,X,X
"2019-09-08 15:25:44",find_patient,X,find_patient,505,1007,3.51,X,X,X
"2019-09-08 16:25:48",search_p,op=1&qr=jo,search_p,505,1007,3.51,X,X,X
"2019-09-08 15:26:07",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-08 15:26:14",search,X,search,53,127,3.51,X,X,X
"2019-09-08 15:26:25",search,X,search,53,127,3.51,X,X,X
"2019-09-08 16:26:30",search_s,op=1&qr=123,search_s,53,127,3.51,X,X,X
"2019-09-08 15:26:31",specimen_info,X,specimen_info.php?sid=10002,53,127,3.51,X,X,X
"2019-09-08 15:26:35",search,X,search,53,127,3.51,X,X,X
"2019-09-08 16:26:37",search_s,op=1&qr=123,search_s,53,127,3.51,X,X,X
"2019-09-08 15:26:38",reports_testhistory,from=2019-09-08&to=2019-09-08&ip=1&viz=,reports_testhistory.php?location=127&patient_id=76&yf=2019&mf=09&df=08&yt=2019&mt=09&dt=08&ip=1,53,127,3.51,X,X,X
"2019-09-08 16:26:47",export_word,X,export_pdf,53,127,3.51,X,X,X
"2019-09-08 16:27:00",export_word,X,export_pdf,53,127,3.51,X,X,X
"2019-09-08 15:28:17",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 16:28:20",search_p,op=1&qr=john,search_p,53,127,3.51,X,X,X
"2019-09-08 15:28:23",new_specimen,pid=453&dnum=,new_specimen.php?pid=453&dnum=,53,127,3.51,X,X,X
"2019-09-08 15:28:32",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 16:28:36",search_p,op=1&qr=john,search_p,53,127,3.51,X,X,X
"2019-09-08 15:28:38",patient_profile,X,patient_profile.php?pid=2001,53,127,3.51,X,X,X
"2019-09-08 15:28:48",reports_testhistory,from=2019-09-08&to=2019-09-08&ip=&viz=,reports_testhistory.php?location=127&patient_id=2001,53,127,3.51,X,X,X
"2019-09-08 15:28:58",reports,X,reports,53,127,3.51,X,X,X
"2019-09-08 16:29:07",daily_log_specimens,from=2019-09-08&to=2019-09-08&ct=0&tt=0,reports_dailyspecimens.php?yt=2019&mt=09&dt=08&yf=2019&mf=09&df=08&l=1&c=0&t=0&ip=0,53,1,3.51,X,X,X
"2019-09-08 20:13:50",lab_config_home,X,lab_config_home.php?id=1007,505,1007,3.51,X,X,X
"2019-09-08 21:13:51",view_stocks,X,view_stocks,505,1007,3.51,X,X,X
"2019-09-08 20:14:06",catalog,X,catalog,505,1007,3.51,X,X,X
"2019-09-08 20:14:59",search,X,search,53,127,3.51,X,X,X
"2019-09-08 21:15:02",search_s,op=1&qr=123,search_s,53,127,3.51,X,X,X
"2019-09-08 20:15:04",reports_testhistory,from=2019-09-08&to=2019-09-08&ip=1&viz=,reports_testhistory.php?location=127&patient_id=76&yf=2019&mf=09&df=08&yt=2019&mt=09&dt=08&ip=1,53,127,3.51,X,X,X
"2019-09-08 20:15:12",find_patient,X,find_patient,53,127,3.51,X,X,X
"2019-09-08 21:15:16",search_p,op=1&qr=kofi,search_p,53,127,3.51,X,X,X
"2019-09-08 21:15:18",search_p,op=1&qr=ko,search_p,53,127,3.51,X,X,X
"2019-09-08 20:15:23",patient_profile,X,patient_profile.php?pid=1241,53,127,3.51,X,X,X
"2019-09-08 20:15:28",specimen_info,X,specimen_info.php?sid=4115,53,127,3.51,X,X,X
"2019-09-08 20:15:32",reports_testhistory,from=2010-04-16&to=2010-04-16&ip=&viz=,reports_testhistory.php?location=127&patient_id=1241&yf=2010&mf=04&df=16&yt=2010&mt=04&dt=16,53,127,3.51,X,X,X
"2019-09-08 20:16:12",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-08 20:16:16",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-08 21:18:15",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-08 21:19:55",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-08 22:19:57",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 21:35:25",search,X,search,53,127,3.51,X,X,X
"2019-09-08 21:41:13",reports,X,reports,53,127,3.51,X,X,X
"2019-09-08 23:52:11",lab_config_home,X,lab_config_home.php?id=127,53,127,3.51,X,X,X
"2019-09-09 00:52:13",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-08 23:52:52",lab_config_home,X,lab_config_home.php?id=127&show_u=1,53,127,3.51,X,X,X
"2019-09-09 00:52:56",view_stocks,X,view_stocks,53,127,3.51,X,X,X
"2019-09-09 00:05:21",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-09 00:05:35",test_type_edit,X,test_type_edit.php?tid=85,53,127,3.51,X,X,X
"2019-09-09 00:41:16",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-09 00:42:53",catalog,X,catalog.php?show_s=1,53,127,3.51,X,X,X
"2019-09-09 00:43:33",test_type_new,X,test_type_new,53,127,3.51,X,X,X
"2019-09-09 12:42:27",catalog,X,catalog,53,127,3.51,X,X,X
"2019-09-09 13:41:29",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-09 14:41:59",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-09 13:43:11",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-09 14:44:00",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-09 13:44:16",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-09 14:46:52",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-09 13:47:14",lab_config_new,X,lab_config_new,125,,3.51,X,X,X
"2019-09-09 14:47:38",lab_config_add,X,lab_config_add,125,,3.51,X,X,X
"2019-09-09 13:48:56",catalog,X,catalog,508,1010,3.51,X,X,X
"2019-09-09 13:49:01",lab_config_home,X,lab_config_home.php?id=1010,508,1010,3.51,X,X,X
"2019-09-09 14:49:03",view_stocks,X,view_stocks,508,1010,3.51,X,X,X
"2019-09-09 14:18:22",catalog,X,catalog,508,1010,3.51,X,X,X
"2019-09-09 14:18:27",test_type_new,X,test_type_new,508,1010,3.51,X,X,X
"2019-09-09 15:13:17",catalog,X,catalog,507,1009,3.51,X,X,X
"2019-09-09 15:15:14",catalog,X,catalog,507,1009,3.51,X,X,X
"2019-09-09 15:15:35",catalog,X,catalog,509,1011,3.51,X,X,X
"2019-09-09 15:16:07",catalog,X,catalog,508,1010,3.51,X,X,X
"2019-09-09 15:18:00",test_type_new,X,test_type_new,508,1010,3.51,X,X,X
"2019-09-09 15:19:04",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:19:38",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:20:10",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:20:21",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:20:57",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:21:02",catalog,X,catalog,508,1010,3.51,X,X,X
"2019-09-09 15:21:03",catalog,X,catalog,509,1011,3.51,X,X,X
"2019-09-09 15:22:13",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:22:18",test_type_new,X,test_type_new,508,1010,3.51,X,X,X
"2019-09-09 15:22:34",catalog,X,catalog.php?show_s=1,507,1009,3.51,X,X,X
"2019-09-09 15:24:35",catalog,X,catalog.php?show_s=1,507,1009,3.51,X,X,X
"2019-09-09 15:24:40",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:24:47",catalog,X,catalog.php?show_s=1,507,1009,3.51,X,X,X
"2019-09-09 15:24:57",lab_config_home,X,lab_config_home.php?id=1006,504,1006,3.51,X,X,X
"2019-09-09 16:24:58",view_stocks,X,view_stocks,504,1006,3.51,X,X,X
"2019-09-09 15:25:09",catalog,X,catalog.php?show_s=1,507,1009,3.51,X,X,X
"2019-09-09 15:25:14",catalog,X,catalog,504,1006,3.51,X,X,X
"2019-09-09 15:25:17",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:25:32",catalog,X,catalog.php?show_s=1,507,1009,3.51,X,X,X
"2019-09-09 15:25:44",test_type_new,X,test_type_new,504,1006,3.51,X,X,X
"2019-09-09 15:25:53",reports,X,reports,507,1009,3.51,X,X,X
"2019-09-09 15:26:00",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:26:20",catalog,X,catalog,507,1009,3.51,X,X,X
"2019-09-09 15:26:30",test_type_new,X,test_type_new,507,1009,3.51,X,X,X
"2019-09-09 15:27:18",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:27:26",test_type_new,X,test_type_new,506,1008,3.51,X,X,X
"2019-09-09 15:27:32",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:27:55",catalog,X,catalog,506,1008,3.51,X,X,X
"2019-09-09 15:28:42",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:28:54",test_type_new,X,test_type_new,506,1008,3.51,X,X,X
"2019-09-09 15:29:57",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:30:52",catalog,X,catalog,508,1010,3.51,X,X,X
"2019-09-09 15:31:25",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:31:36",catalog,X,catalog.php?show_t=1,508,1010,3.51,X,X,X
"2019-09-09 15:32:27",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:33:25",catalog,X,catalog.php?show_s=1,509,1011,3.51,X,X,X
"2019-09-09 15:33:36",catalog,X,catalog.php?show_s=1,508,1010,3.51,X,X,X
"2019-09-09 15:33:58",test_type_new,X,test_type_new,508,1010,3.51,X,X,X
"2019-09-09 15:34:26",catalog,X,catalog.php?show_t=1,508,1010,3.51,X,X,X
